0:01 0 1 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:18 0 2 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:35 0 3 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:51 0 3 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:54 0 4 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:10 0 5 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:22 0 6 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:34 0 7 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:36 0 7 |[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:49 0 8 |[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:59 0 8 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:03 0 9 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:14 0 10 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:25 0 10 |[0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:30 0 11 |[0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:50 0 12 |[0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:52 0 12 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:07 100 12 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:09 100 13 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:25 100 13 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:26 100 14 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:43 100 15 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:45 200 15 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:51 200 15 |[0, 0, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:00 200 16 |[0, 0, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:22 200 17 |[0, 0, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:23 375 17 |[0, 0, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:26 375 17 |[0, 0, 3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:36 375 18 |[0, 0, 3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:40 375 18 |[0, 0, 4, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:05 550 18 |[0, 0, 4, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:08 550 18 |[0, 0, 4, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:21 550 19 |[0, 0, 4, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:21 550 19 |[0, 0, 4, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:29 725 19 |[0, 0, 4, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:38 725 20 |[0, 0, 4, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:47 900 20 |[0, 0, 4, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:57 900 20 |[0, 0, 5, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
6:06 900 20 |[0, 0, 6, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
6:18 1075 20 |[0, 0, 6, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
6:24 1250 20 |[0, 0, 6, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
6:37 1425 20 |[0, 0, 6, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
6:41 1600 20 |[0, 0, 6, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
6:49 1600 20 |[0, 0, 7, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
6:54 1700 20 |[0, 0, 7, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
7:02 1800 20 |[0, 0, 7, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
7:11 1975 20 |[0, 0, 7, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
7:22 2150 20 |[0, 0, 7, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
7:25 2150 21 |[0, 0, 7, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
7:38 2150 21 |[0, 0, 7, 2, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
7:42 2150 22 |[0, 0, 7, 2, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
8:18 2150 22 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0]|
