1 0 1 |[0, 0, 0]|
17 0 2 |[0, 0, 0]|
27 0 3 |[0, 0, 0]|
48 0 3 |[0, 0, 0]|
56 0 4 |[0, 0, 0]|
73 0 5 |[0, 0, 0]|
73 0 6 |[0, 0, 0]|
80 0 7 |[0, 0, 0]|
95 0 8 |[0, 0, 0]|
108 0 9 |[0, 0, 0]|
135 0 9 |[0, 1, 0]|
139 0 10 |[0, 1, 0]|
164 0 10 |[0, 1, 1]|
167 0 11 |[0, 1, 1]|
173 0 12 |[0, 1, 1]|
184 0 13 |[0, 1, 1]|
192 0 13 |[0, 1, 1]|
202 0 14 |[0, 1, 1]|
224 0 15 |[0, 1, 1]|
224 0 15 |[1, 1, 1]|
237 0 15 |[1, 1, 1]|
238 0 15 |[1, 1, 1]|
240 0 16 |[1, 1, 1]|
249 0 17 |[1, 1, 1]|
249 0 18 |[1, 1, 1]|
264 0 19 |[1, 1, 1]|
264 0 20 |[1, 1, 1]|
266 0 20 |[1, 1, 1]|
295 0 20 |[1, 2, 1]|
302 0 21 |[1, 2, 1]|
302 0 22 |[1, 2, 1]|
307 50 22 |[1, 2, 1]|
307 100 22 |[1, 2, 1]|
316 100 22 |[1, 2, 1]|
322 100 23 |[1, 2, 1]|
324 100 24 |[1, 2, 1]|
327 100 25 |[1, 2, 1]|
340 100 26 |[1, 2, 1]|
340 100 27 |[1, 2, 1]|
341 100 27 |[1, 2, 1]|
355 100 28 |[1, 2, 1]|
356 100 28 |[2, 2, 1]|
356 100 28 |[2, 2, 1]|
359 100 29 |[2, 2, 1]|
362 100 30 |[2, 2, 1]|
365 100 31 |[2, 2, 1]|
376 100 32 |[2, 2, 1]|
376 100 33 |[2, 2, 1]|
377 100 34 |[2, 2, 1]|
385 100 34 |[2, 2, 1]|
396 100 34 |[2, 2, 1]|
397 100 35 |[2, 2, 1]|
397 100 36 |[2, 2, 1]|
397 100 37 |[2, 2, 1]|
404 100 37 |[2, 2, 1]|
413 100 37 |[2, 2, 1]|
416 100 38 |[2, 2, 1]|
424 100 38 |[2, 2, 1]|
429 100 38 |[3, 2, 1]|
429 100 39 |[3, 2, 1]|
432 100 40 |[3, 2, 1]|
437 100 40 |[3, 2, 1]|
445 100 40 |[3, 2, 1]|
460 100 40 |[3, 2, 1]|
