0:00 0 1 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:17 0 2 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:34 0 3 |[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:48 0 3 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
0:57 0 4 |[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:22 0 4 |[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:32 0 4 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:34 0 5 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:45 0 6 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
1:57 0 7 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:10 0 8 |[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]|
2:27 0 8 |[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
2:30 0 9 |[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
2:44 100 9 |[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
2:57 100 9 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:03 100 10 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:12 300 10 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:16 475 10 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:42 475 11 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
3:51 650 11 |[0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:12 650 11 |[0, 0, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:14 650 12 |[0, 0, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:17 650 12 |[0, 0, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:20 650 12 |[0, 0, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:33 650 13 |[0, 0, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
4:44 650 14 |[0, 0, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:01 650 15 |[0, 0, 3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]|
5:11 650 15 |[0, 0, 3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]|
5:15 650 16 |[0, 0, 3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]|
5:27 650 17 |[0, 0, 3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]|
5:42 650 18 |[0, 0, 3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]|
5:43 650 18 |[0, 0, 3, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
5:59 650 19 |[0, 0, 3, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:04 650 19 |[0, 0, 3, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:07 650 19 |[0, 0, 4, 2, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:11 650 19 |[0, 0, 4, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:16 650 20 |[0, 0, 4, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:29 750 20 |[0, 0, 4, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:33 750 21 |[0, 0, 4, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:39 750 21 |[0, 0, 5, 2, 2, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
6:48 750 21 |[0, 0, 5, 2, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
7:01 750 21 |[0, 0, 5, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
7:39 925 21 |[0, 0, 5, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
7:46 1100 21 |[0, 0, 5, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
7:52 1100 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
8:06 1275 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
8:15 1450 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
8:19 1625 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
8:20 1800 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
8:40 1975 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
8:55 2150 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
9:02 2325 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
9:02 2500 21 |[0, 0, 6, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
9:25 2500 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
9:34 2675 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
9:35 2850 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
9:35 3025 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
9:51 3125 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:05 3300 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:07 3400 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:07 3500 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:08 3600 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:47 3775 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:47 3950 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:47 4125 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
10:51 4300 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
11:22 4475 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
11:22 4650 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
11:23 4825 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
11:37 5000 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
12:01 5175 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
12:02 5350 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
12:05 5525 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
12:32 5700 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
12:39 5875 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
12:41 5975 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
12:42 6075 21 |[0, 0, 7, 2, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0]|
